gene;sample;mutated;label;year
IncL/M;143;0;inc-group;2013
IncN;143;0;inc-group;2013
IncN2;143;0;inc-group;2013
IncN3;143;0;inc-group;2013
IncP;143;0;inc-group;2013
IncQ1;143;0;inc-group;2013
IncU;143;3;inc-group;2013
IncX3;143;0;inc-group;2013
IncY;143;0;inc-group;2013
Acinetobacter;143;0;organism;2013
Aeromonas;143;0;organism;2013
Citrobacter;143;0;organism;2013
Enterobacter;143;0;organism;2013
Escherichia;143;0;organism;2013
Klebsiella;143;0;organism;2013
Leclercia;143;0;organism;2013
Morganella;143;0;organism;2013
Pantoea;143;0;organism;2013
Proteus;143;0;organism;2013
Pseudomonas;143;4;organism;2013
Raoultella;143;0;organism;2013
Salmonella;143;0;organism;2013
Serratia;143;0;organism;2013
CMY;70;0;β-lactamases;2009
CTX-M;70;1;β-lactamases;2009
DHA;70;0;β-lactamases;2009
FOX;70;0;β-lactamases;2009
GES;70;0;β-lactamases;2009
IMP;70;0;β-lactamases;2009
LAP;70;0;β-lactamases;2009
OXA;70;0;β-lactamases;2009
PSE;70;0;β-lactamases;2009
SHV;70;0;β-lactamases;2009
TEM;70;1;β-lactamases;2009
VEB;70;0;β-lactamases;2009
umuC/D;70;2;features;2009
Plasmid-segregation;70;2;features;2009
Toxin-antitoxin;70;2;features;2009
psiA/B;70;2;features;2009
Transposon;70;2;features;2009
Mercuric Res.;70;2;features;2009
Copper Res.;70;0;features;2009
Arsenic Res.;70;0;features;2009
IncA/C;70;0;inc-group;2009
IncA/C2;70;0;inc-group;2009
IncFIA;70;0;inc-group;2009
IncFIB;70;0;inc-group;2009
IncFIC;70;0;inc-group;2009
IncFII;70;0;inc-group;2009
IncHI1A;70;0;inc-group;2009
IncHI1B;70;0;inc-group;2009
IncHI2;70;0;inc-group;2009
IncL/M;70;0;inc-group;2009
IncN;70;0;inc-group;2009
IncN2;70;0;inc-group;2009
IncN3;70;0;inc-group;2009
IncP;70;0;inc-group;2009
IncQ1;70;0;inc-group;2009
IncU;70;0;inc-group;2009
IncX3;70;0;inc-group;2009
IncY;70;0;inc-group;2009
Acinetobacter;70;0;organism;2009
Aeromonas;70;0;organism;2009
Citrobacter;70;0;organism;2009
Enterobacter;70;0;organism;2009
Escherichia;70;0;organism;2009
Klebsiella;70;4;organism;2009
Leclercia;70;0;organism;2009
Morganella;70;0;organism;2009
Pantoea;70;0;organism;2009
Proteus;70;0;organism;2009
Pseudomonas;70;0;organism;2009
Raoultella;70;0;organism;2009
Salmonella;70;0;organism;2009
Serratia;70;0;organism;2009
CMY;121;0;β-lactamases;2015
CTX-M;121;1;β-lactamases;2015
DHA;121;0;β-lactamases;2015
FOX;121;0;β-lactamases;2015
GES;121;0;β-lactamases;2015
IMP;121;0;β-lactamases;2015
LAP;121;0;β-lactamases;2015
OXA;121;0;β-lactamases;2015
PSE;121;0;β-lactamases;2015
SHV;121;0;β-lactamases;2015
TEM;121;1;β-lactamases;2015
VEB;121;0;β-lactamases;2015
umuC/D;121;2;features;2015
Plasmid-segregation;121;0;features;2015
Toxin-antitoxin;121;0;features;2015
psiA/B;121;0;features;2015
Transposon;121;2;features;2015
Mercuric Res.;121;0;features;2015
Copper Res.;121;0;features;2015
Arsenic Res.;121;0;features;2015
IncA/C;121;0;inc-group;2015
IncA/C2;121;0;inc-group;2015
IncFIA;121;0;inc-group;2015
IncFIB;121;0;inc-group;2015
IncFIC;121;0;inc-group;2015
IncFII;121;0;inc-group;2015
IncHI1A;121;0;inc-group;2015
IncHI1B;121;0;inc-group;2015
IncHI2;121;0;inc-group;2015
IncL/M;121;0;inc-group;2015
IncN;121;3;inc-group;2015
IncN2;121;0;inc-group;2015
IncN3;121;0;inc-group;2015
IncP;121;0;inc-group;2015
IncQ1;121;0;inc-group;2015
IncU;121;0;inc-group;2015
IncX3;121;0;inc-group;2015
IncY;121;0;inc-group;2015
Acinetobacter;121;0;organism;2015
Aeromonas;121;0;organism;2015
Citrobacter;121;0;organism;2015
Enterobacter;121;0;organism;2015
Escherichia;121;4;organism;2015
Klebsiella;121;4;organism;2015
Leclercia;121;0;organism;2015
Morganella;121;0;organism;2015
Pantoea;121;0;organism;2015
Proteus;121;0;organism;2015
Pseudomonas;121;0;organism;2015
Raoultella;121;0;organism;2015
Salmonella;121;0;organism;2015
Serratia;121;0;organism;2015
CMY;118;0;β-lactamases;2015
CTX-M;118;1;β-lactamases;2015
DHA;118;0;β-lactamases;2015
FOX;118;0;β-lactamases;2015
GES;118;0;β-lactamases;2015
IMP;118;0;β-lactamases;2015
LAP;118;0;β-lactamases;2015
OXA;118;0;β-lactamases;2015
PSE;118;0;β-lactamases;2015
SHV;118;0;β-lactamases;2015
TEM;118;1;β-lactamases;2015
VEB;118;0;β-lactamases;2015
umuC/D;118;2;features;2015
Plasmid-segregation;118;0;features;2015
Toxin-antitoxin;118;0;features;2015
psiA/B;118;0;features;2015
Transposon;118;2;features;2015
Mercuric Res.;118;0;features;2015
Copper Res.;118;0;features;2015
Arsenic Res.;118;0;features;2015
IncA/C;118;0;inc-group;2015
IncA/C2;118;0;inc-group;2015
IncFIA;118;0;inc-group;2015
IncFIB;118;0;inc-group;2015
IncFIC;118;0;inc-group;2015
IncFII;118;0;inc-group;2015
IncHI1A;118;0;inc-group;2015
IncHI1B;118;0;inc-group;2015
IncHI2;118;0;inc-group;2015
IncL/M;118;0;inc-group;2015
IncN;118;3;inc-group;2015
IncN2;118;0;inc-group;2015
IncN3;118;0;inc-group;2015
IncP;118;0;inc-group;2015
IncQ1;118;0;inc-group;2015
IncU;118;0;inc-group;2015
IncX3;118;0;inc-group;2015
IncY;118;0;inc-group;2015
Acinetobacter;118;0;organism;2015
Aeromonas;118;0;organism;2015
Citrobacter;118;0;organism;2015
Enterobacter;118;0;organism;2015
Escherichia;118;0;organism;2015
Klebsiella;118;4;organism;2015
Leclercia;118;0;organism;2015
Morganella;118;0;organism;2015
Pantoea;118;0;organism;2015
Proteus;118;0;organism;2015
Pseudomonas;118;0;organism;2015
Raoultella;118;0;organism;2015
Salmonella;118;0;organism;2015
Serratia;118;0;organism;2015
CMY;19;0;β-lactamases;2015
CTX-M;19;0;β-lactamases;2015
DHA;19;0;β-lactamases;2015
FOX;19;0;β-lactamases;2015
GES;19;0;β-lactamases;2015
IMP;19;0;β-lactamases;2015
LAP;19;0;β-lactamases;2015
OXA;19;0;β-lactamases;2015
PSE;19;0;β-lactamases;2015
SHV;19;0;β-lactamases;2015
TEM;19;1;β-lactamases;2015
VEB;19;0;β-lactamases;2015
umuC/D;19;2;features;2015
Plasmid-segregation;19;2;features;2015
Toxin-antitoxin;19;2;features;2015
psiA/B;19;2;features;2015
Transposon;19;2;features;2015
Mercuric Res.;19;0;features;2015
Copper Res.;19;0;features;2015
Arsenic Res.;19;0;features;2015
IncA/C;19;0;inc-group;2015
IncA/C2;19;0;inc-group;2015
IncFIA;19;3;inc-group;2015
IncFIB;19;3;inc-group;2015
IncFIC;19;0;inc-group;2015
IncFII;19;0;inc-group;2015
IncHI1A;19;0;inc-group;2015
IncHI1B;19;0;inc-group;2015
IncHI2;19;0;inc-group;2015
IncL/M;19;0;inc-group;2015
IncN;19;0;inc-group;2015
IncN2;19;0;inc-group;2015
IncN3;19;0;inc-group;2015
IncP;19;0;inc-group;2015
IncQ1;19;0;inc-group;2015
IncU;19;0;inc-group;2015
IncX3;19;0;inc-group;2015
IncY;19;3;inc-group;2015
Acinetobacter;19;0;organism;2015
Aeromonas;19;0;organism;2015
Citrobacter;19;0;organism;2015
Enterobacter;19;0;organism;2015
Escherichia;19;0;organism;2015
Klebsiella;19;4;organism;2015
Leclercia;19;0;organism;2015
Morganella;19;0;organism;2015
Pantoea;19;0;organism;2015
Proteus;19;0;organism;2015
Pseudomonas;19;0;organism;2015
Raoultella;19;0;organism;2015
Salmonella;19;0;organism;2015
Serratia;19;0;organism;2015
CMY;61;0;β-lactamases;2018
CTX-M;61;0;β-lactamases;2018
DHA;61;0;β-lactamases;2018
FOX;61;0;β-lactamases;2018
GES;61;0;β-lactamases;2018
IMP;61;0;β-lactamases;2018
LAP;61;0;β-lactamases;2018
OXA;61;1;β-lactamases;2018
PSE;61;0;β-lactamases;2018
SHV;61;0;β-lactamases;2018
TEM;61;0;β-lactamases;2018
VEB;61;0;β-lactamases;2018
umuC/D;61;2;features;2018
Plasmid-segregation;61;2;features;2018
Toxin-antitoxin;61;2;features;2018
psiA/B;61;2;features;2018
Transposon;61;0;features;2018
Mercuric Res.;61;0;features;2018
Copper Res.;61;0;features;2018
Arsenic Res.;61;0;features;2018
IncA/C;61;0;inc-group;2018
IncA/C2;61;0;inc-group;2018
IncFIA;61;0;inc-group;2018
IncFIB;61;0;inc-group;2018
IncFIC;61;0;inc-group;2018
IncFII;61;0;inc-group;2018
IncHI1A;61;0;inc-group;2018
IncHI1B;61;0;inc-group;2018
IncHI2;61;0;inc-group;2018
IncL/M;61;0;inc-group;2018
IncN;61;0;inc-group;2018
IncN2;61;0;inc-group;2018
IncN3;61;0;inc-group;2018
IncP;61;0;inc-group;2018
IncQ1;61;0;inc-group;2018
IncU;61;0;inc-group;2018
IncX3;61;0;inc-group;2018
IncY;61;0;inc-group;2018
Acinetobacter;61;0;organism;2018
Aeromonas;61;0;organism;2018
Citrobacter;61;0;organism;2018
Enterobacter;61;4;organism;2018
Escherichia;61;0;organism;2018
Klebsiella;61;0;organism;2018
Leclercia;61;0;organism;2018
Morganella;61;0;organism;2018
Pantoea;61;0;organism;2018
Proteus;61;0;organism;2018
Pseudomonas;61;0;organism;2018
Raoultella;61;0;organism;2018
Salmonella;61;0;organism;2018
Serratia;61;0;organism;2018
CMY;54;0;β-lactamases;2017
CTX-M;54;0;β-lactamases;2017
DHA;54;0;β-lactamases;2017
FOX;54;0;β-lactamases;2017
GES;54;0;β-lactamases;2017
IMP;54;0;β-lactamases;2017
LAP;54;0;β-lactamases;2017
OXA;54;0;β-lactamases;2017
PSE;54;0;β-lactamases;2017
SHV;54;0;β-lactamases;2017
TEM;54;1;β-lactamases;2017
VEB;54;0;β-lactamases;2017
umuC/D;54;2;features;2017
Plasmid-segregation;54;2;features;2017
Toxin-antitoxin;54;2;features;2017
psiA/B;54;2;features;2017
Transposon;54;2;features;2017
Mercuric Res.;54;2;features;2017
Copper Res.;54;0;features;2017
Arsenic Res.;54;0;features;2017
IncA/C;54;0;inc-group;2017
IncA/C2;54;0;inc-group;2017
IncFIA;54;0;inc-group;2017
IncFIB;54;0;inc-group;2017
IncFIC;54;0;inc-group;2017
IncFII;54;0;inc-group;2017
IncHI1A;54;0;inc-group;2017
IncHI1B;54;0;inc-group;2017
IncHI2;54;0;inc-group;2017
IncL/M;54;0;inc-group;2017
IncN;54;0;inc-group;2017
IncN2;54;0;inc-group;2017
IncN3;54;0;inc-group;2017
IncP;54;0;inc-group;2017
IncQ1;54;3;inc-group;2017
IncU;54;0;inc-group;2017
IncX3;54;0;inc-group;2017
IncY;54;0;inc-group;2017
Acinetobacter;54;0;organism;2017
Aeromonas;54;0;organism;2017
Citrobacter;54;0;organism;2017
Enterobacter;54;0;organism;2017
Escherichia;54;0;organism;2017
Klebsiella;54;4;organism;2017
Leclercia;54;0;organism;2017
Morganella;54;0;organism;2017
Pantoea;54;0;organism;2017
Proteus;54;0;organism;2017
Pseudomonas;54;0;organism;2017
Raoultella;54;0;organism;2017
Salmonella;54;0;organism;2017
Serratia;54;0;organism;2017
CMY;57;0;β-lactamases;2017
CTX-M;57;0;β-lactamases;2017
DHA;57;0;β-lactamases;2017
FOX;57;0;β-lactamases;2017
GES;57;0;β-lactamases;2017
IMP;57;0;β-lactamases;2017
LAP;57;0;β-lactamases;2017
OXA;57;0;β-lactamases;2017
PSE;57;0;β-lactamases;2017
SHV;57;0;β-lactamases;2017
TEM;57;0;β-lactamases;2017
VEB;57;0;β-lactamases;2017
umuC/D;57;2;features;2017
Plasmid-segregation;57;2;features;2017
Toxin-antitoxin;57;2;features;2017
psiA/B;57;2;features;2017
Transposon;57;2;features;2017
Mercuric Res.;57;2;features;2017
Copper Res.;57;0;features;2017
Arsenic Res.;57;0;features;2017
IncA/C;57;0;inc-group;2017
IncA/C2;57;0;inc-group;2017
IncFIA;57;0;inc-group;2017
IncFIB;57;0;inc-group;2017
IncFIC;57;0;inc-group;2017
IncFII;57;0;inc-group;2017
IncHI1A;57;0;inc-group;2017
IncHI1B;57;0;inc-group;2017
IncHI2;57;0;inc-group;2017
IncL/M;57;0;inc-group;2017
IncN;57;0;inc-group;2017
IncN2;57;0;inc-group;2017
IncN3;57;0;inc-group;2017
IncP;57;0;inc-group;2017
IncQ1;57;3;inc-group;2017
IncU;57;0;inc-group;2017
IncX3;57;0;inc-group;2017
IncY;57;0;inc-group;2017
Acinetobacter;57;0;organism;2017
Aeromonas;57;0;organism;2017
Citrobacter;57;0;organism;2017
Enterobacter;57;0;organism;2017
Escherichia;57;0;organism;2017
Klebsiella;57;4;organism;2017
Leclercia;57;0;organism;2017
Morganella;57;0;organism;2017
Pantoea;57;0;organism;2017
Proteus;57;0;organism;2017
Pseudomonas;57;0;organism;2017
Raoultella;57;0;organism;2017
Salmonella;57;0;organism;2017
Serratia;57;0;organism;2017
CMY;130;0;β-lactamases;2017
CTX-M;130;0;β-lactamases;2017
DHA;130;0;β-lactamases;2017
FOX;130;0;β-lactamases;2017
GES;130;0;β-lactamases;2017
IMP;130;0;β-lactamases;2017
LAP;130;0;β-lactamases;2017
OXA;130;0;β-lactamases;2017
PSE;130;0;β-lactamases;2017
SHV;130;0;β-lactamases;2017
TEM;130;0;β-lactamases;2017
VEB;130;0;β-lactamases;2017
umuC/D;130;2;features;2017
Plasmid-segregation;130;0;features;2017
Toxin-antitoxin;130;0;features;2017
psiA/B;130;0;features;2017
Transposon;130;0;features;2017
Mercuric Res.;130;0;features;2017
Copper Res.;130;0;features;2017
Arsenic Res.;130;0;features;2017
IncA/C;130;0;inc-group;2017
IncA/C2;130;0;inc-group;2017
IncFIA;130;0;inc-group;2017
IncFIB;130;0;inc-group;2017
IncFIC;130;0;inc-group;2017
IncFII;130;0;inc-group;2017
IncHI1A;130;0;inc-group;2017
IncHI1B;130;0;inc-group;2017
IncHI2;130;0;inc-group;2017
IncL/M;130;0;inc-group;2017
IncN;130;3;inc-group;2017
IncN2;130;0;inc-group;2017
IncN3;130;0;inc-group;2017
IncP;130;0;inc-group;2017
IncQ1;130;0;inc-group;2017
IncU;130;0;inc-group;2017
IncX3;130;0;inc-group;2017
IncY;130;0;inc-group;2017
Acinetobacter;130;0;organism;2017
Aeromonas;130;0;organism;2017
Citrobacter;130;0;organism;2017
Enterobacter;130;0;organism;2017
Escherichia;130;0;organism;2017
Klebsiella;130;4;organism;2017
Leclercia;130;0;organism;2017
Morganella;130;0;organism;2017
Pantoea;130;0;organism;2017
Proteus;130;0;organism;2017
Pseudomonas;130;0;organism;2017
Raoultella;130;0;organism;2017
Salmonella;130;0;organism;2017
Serratia;130;0;organism;2017
CMY;128;0;β-lactamases;2017
CTX-M;128;0;β-lactamases;2017
DHA;128;0;β-lactamases;2017
FOX;128;0;β-lactamases;2017
GES;128;0;β-lactamases;2017
IMP;128;0;β-lactamases;2017
LAP;128;0;β-lactamases;2017
OXA;128;0;β-lactamases;2017
PSE;128;0;β-lactamases;2017
SHV;128;0;β-lactamases;2017
TEM;128;1;β-lactamases;2017
VEB;128;0;β-lactamases;2017
umuC/D;128;2;features;2017
Plasmid-segregation;128;0;features;2017
Toxin-antitoxin;128;0;features;2017
psiA/B;128;0;features;2017
Transposon;128;2;features;2017
Mercuric Res.;128;0;features;2017
Copper Res.;128;0;features;2017
Arsenic Res.;128;0;features;2017
IncA/C;128;0;inc-group;2017
IncA/C2;128;0;inc-group;2017
IncFIA;128;0;inc-group;2017
IncFIB;128;0;inc-group;2017
IncFIC;128;0;inc-group;2017
IncFII;128;0;inc-group;2017
IncHI1A;128;0;inc-group;2017
IncHI1B;128;0;inc-group;2017
IncHI2;128;0;inc-group;2017
IncL/M;128;0;inc-group;2017
IncN;128;3;inc-group;2017
IncN2;128;0;inc-group;2017
IncN3;128;0;inc-group;2017
IncP;128;0;inc-group;2017
IncQ1;128;0;inc-group;2017
IncU;128;0;inc-group;2017
IncX3;128;0;inc-group;2017
IncY;128;0;inc-group;2017
Acinetobacter;128;0;organism;2017
Aeromonas;128;0;organism;2017
Citrobacter;128;0;organism;2017
Enterobacter;128;0;organism;2017
Escherichia;128;0;organism;2017
Klebsiella;128;4;organism;2017
Leclercia;128;0;organism;2017
Morganella;128;0;organism;2017
Pantoea;128;0;organism;2017
Proteus;128;0;organism;2017
Pseudomonas;128;0;organism;2017
Raoultella;128;0;organism;2017
Salmonella;128;0;organism;2017
Serratia;128;0;organism;2017
CMY;132;0;β-lactamases;2017
CTX-M;132;0;β-lactamases;2017
DHA;132;0;β-lactamases;2017
FOX;132;0;β-lactamases;2017
GES;132;0;β-lactamases;2017
IMP;132;0;β-lactamases;2017
LAP;132;0;β-lactamases;2017
OXA;132;0;β-lactamases;2017
PSE;132;0;β-lactamases;2017
SHV;132;0;β-lactamases;2017
TEM;132;0;β-lactamases;2017
VEB;132;0;β-lactamases;2017
umuC/D;132;0;features;2017
Plasmid-segregation;132;0;features;2017
Toxin-antitoxin;132;0;features;2017
psiA/B;132;0;features;2017
Transposon;132;0;features;2017
Mercuric Res.;132;0;features;2017
Copper Res.;132;0;features;2017
Arsenic Res.;132;0;features;2017
IncA/C;132;0;inc-group;2017
IncA/C2;132;0;inc-group;2017
IncFIA;132;0;inc-group;2017
IncFIB;132;0;inc-group;2017
IncFIC;132;0;inc-group;2017
IncFII;132;0;inc-group;2017
IncHI1A;132;0;inc-group;2017
IncHI1B;132;0;inc-group;2017
IncHI2;132;0;inc-group;2017
IncL/M;132;0;inc-group;2017
IncN;132;0;inc-group;2017
IncN2;132;0;inc-group;2017
IncN3;132;0;inc-group;2017
IncP;132;0;inc-group;2017
IncQ1;132;0;inc-group;2017
IncU;132;0;inc-group;2017
IncX3;132;0;inc-group;2017
IncY;132;0;inc-group;2017
Acinetobacter;132;0;organism;2017
Aeromonas;132;0;organism;2017
Citrobacter;132;0;organism;2017
Enterobacter;132;0;organism;2017
Escherichia;132;0;organism;2017
Klebsiella;132;0;organism;2017
Leclercia;132;0;organism;2017
Morganella;132;0;organism;2017
Pantoea;132;0;organism;2017
Proteus;132;0;organism;2017
Pseudomonas;132;4;organism;2017
Raoultella;132;0;organism;2017
Salmonella;132;0;organism;2017
Serratia;132;0;organism;2017
CMY;134;0;β-lactamases;2017
CTX-M;134;0;β-lactamases;2017
DHA;134;0;β-lactamases;2017
FOX;134;0;β-lactamases;2017
GES;134;0;β-lactamases;2017
IMP;134;0;β-lactamases;2017
LAP;134;0;β-lactamases;2017
OXA;134;0;β-lactamases;2017
PSE;134;0;β-lactamases;2017
SHV;134;0;β-lactamases;2017
TEM;134;0;β-lactamases;2017
VEB;134;0;β-lactamases;2017
umuC/D;134;2;features;2017
Plasmid-segregation;134;0;features;2017
Toxin-antitoxin;134;2;features;2017
psiA/B;134;0;features;2017
Transposon;134;2;features;2017
Mercuric Res.;134;0;features;2017
Copper Res.;134;0;features;2017
Arsenic Res.;134;0;features;2017
IncA/C;134;0;inc-group;2017
IncA/C2;134;0;inc-group;2017
IncFIA;134;0;inc-group;2017
IncFIB;134;0;inc-group;2017
IncFIC;134;0;inc-group;2017
IncFII;134;0;inc-group;2017
IncHI1A;134;0;inc-group;2017
IncHI1B;134;0;inc-group;2017
IncHI2;134;0;inc-group;2017
IncL/M;134;0;inc-group;2017
IncN;134;0;inc-group;2017
IncN2;134;0;inc-group;2017
IncN3;134;0;inc-group;2017
IncP;134;0;inc-group;2017
IncQ1;134;0;inc-group;2017
IncU;134;0;inc-group;2017
IncX3;134;0;inc-group;2017
IncY;134;0;inc-group;2017
Acinetobacter;134;0;organism;2017
Aeromonas;134;0;organism;2017
Citrobacter;134;0;organism;2017
Enterobacter;134;0;organism;2017
Escherichia;134;0;organism;2017
Klebsiella;134;4;organism;2017
Leclercia;134;0;organism;2017
Morganella;134;0;organism;2017
Pantoea;134;0;organism;2017
Proteus;134;0;organism;2017
Pseudomonas;134;0;organism;2017
Raoultella;134;0;organism;2017
Salmonella;134;0;organism;2017
Serratia;134;0;organism;2017
CMY;25;1;β-lactamases;2017
CTX-M;25;0;β-lactamases;2017
DHA;25;0;β-lactamases;2017
FOX;25;0;β-lactamases;2017
GES;25;0;β-lactamases;2017
IMP;25;0;β-lactamases;2017
LAP;25;0;β-lactamases;2017
OXA;25;0;β-lactamases;2017
PSE;25;0;β-lactamases;2017
SHV;25;0;β-lactamases;2017
TEM;25;0;β-lactamases;2017
VEB;25;0;β-lactamases;2017
umuC/D;25;2;features;2017
Plasmid-segregation;25;2;features;2017
Toxin-antitoxin;25;2;features;2017
psiA/B;25;2;features;2017
Transposon;25;2;features;2017
Mercuric Res.;25;0;features;2017
Copper Res.;25;0;features;2017
Arsenic Res.;25;0;features;2017
IncA/C;25;0;inc-group;2017
IncA/C2;25;3;inc-group;2017
IncFIA;25;0;inc-group;2017
IncFIB;25;0;inc-group;2017
IncFIC;25;0;inc-group;2017
IncFII;25;0;inc-group;2017
IncHI1A;25;0;inc-group;2017
IncHI1B;25;0;inc-group;2017
IncHI2;25;0;inc-group;2017
IncL/M;25;0;inc-group;2017
IncN;25;0;inc-group;2017
IncN2;25;0;inc-group;2017
IncN3;25;0;inc-group;2017
IncP;25;0;inc-group;2017
IncQ1;25;3;inc-group;2017
IncU;25;0;inc-group;2017
IncX3;25;0;inc-group;2017
IncY;25;0;inc-group;2017
Acinetobacter;25;0;organism;2017
Aeromonas;25;0;organism;2017
Citrobacter;25;4;organism;2017
Enterobacter;25;0;organism;2017
Escherichia;25;0;organism;2017
Klebsiella;25;0;organism;2017
Leclercia;25;0;organism;2017
Morganella;25;0;organism;2017
Pantoea;25;0;organism;2017
Proteus;25;0;organism;2017
Pseudomonas;25;0;organism;2017
Raoultella;25;0;organism;2017
Salmonella;25;0;organism;2017
Serratia;25;0;organism;2017
CMY;72;0;β-lactamases;2016
CTX-M;72;0;β-lactamases;2016
DHA;72;0;β-lactamases;2016
FOX;72;0;β-lactamases;2016
GES;72;0;β-lactamases;2016
IMP;72;0;β-lactamases;2016
LAP;72;0;β-lactamases;2016
OXA;72;1;β-lactamases;2016
PSE;72;0;β-lactamases;2016
SHV;72;0;β-lactamases;2016
TEM;72;1;β-lactamases;2016
VEB;72;0;β-lactamases;2016
umuC/D;72;2;features;2016
Plasmid-segregation;72;2;features;2016
Toxin-antitoxin;72;2;features;2016
psiA/B;72;2;features;2016
Transposon;72;0;features;2016
Mercuric Res.;72;2;features;2016
Copper Res.;72;0;features;2016
Arsenic Res.;72;0;features;2016
IncA/C;72;0;inc-group;2016
IncA/C2;72;0;inc-group;2016
IncFIA;72;0;inc-group;2016
IncFIB;72;3;inc-group;2016
IncFIC;72;0;inc-group;2016
IncFII;72;0;inc-group;2016
IncHI1A;72;0;inc-group;2016
IncHI1B;72;0;inc-group;2016
IncHI2;72;0;inc-group;2016
IncL/M;72;0;inc-group;2016
IncN;72;0;inc-group;2016
IncN2;72;0;inc-group;2016
IncN3;72;0;inc-group;2016
IncP;72;0;inc-group;2016
IncQ1;72;0;inc-group;2016
IncU;72;0;inc-group;2016
IncX3;72;0;inc-group;2016
IncY;72;0;inc-group;2016
Acinetobacter;72;0;organism;2016
Aeromonas;72;0;organism;2016
Citrobacter;72;0;organism;2016
Enterobacter;72;0;organism;2016
Escherichia;72;0;organism;2016
Klebsiella;72;4;organism;2016
Leclercia;72;0;organism;2016
Morganella;72;0;organism;2016
Pantoea;72;0;organism;2016
Proteus;72;0;organism;2016
Pseudomonas;72;0;organism;2016
Raoultella;72;0;organism;2016
Salmonella;72;0;organism;2016
Serratia;72;0;organism;2016
CMY;59;0;β-lactamases;2017
CTX-M;59;0;β-lactamases;2017
DHA;59;0;β-lactamases;2017
FOX;59;0;β-lactamases;2017
GES;59;0;β-lactamases;2017
IMP;59;0;β-lactamases;2017
LAP;59;0;β-lactamases;2017
OXA;59;1;β-lactamases;2017
PSE;59;0;β-lactamases;2017
SHV;59;0;β-lactamases;2017
TEM;59;1;β-lactamases;2017
VEB;59;0;β-lactamases;2017
umuC/D;59;0;features;2017
Plasmid-segregation;59;2;features;2017
Toxin-antitoxin;59;0;features;2017
psiA/B;59;2;features;2017
Transposon;59;0;features;2017
Mercuric Res.;59;0;features;2017
Copper Res.;59;0;features;2017
Arsenic Res.;59;0;features;2017
IncA/C;59;0;inc-group;2017
IncA/C2;59;0;inc-group;2017
IncFIA;59;0;inc-group;2017
IncFIB;59;3;inc-group;2017
IncFIC;59;0;inc-group;2017
IncFII;59;0;inc-group;2017
IncHI1A;59;0;inc-group;2017
IncHI1B;59;0;inc-group;2017
IncHI2;59;0;inc-group;2017
IncL/M;59;0;inc-group;2017
IncN;59;0;inc-group;2017
IncN2;59;0;inc-group;2017
IncN3;59;0;inc-group;2017
IncP;59;0;inc-group;2017
IncQ1;59;0;inc-group;2017
IncU;59;0;inc-group;2017
IncX3;59;0;inc-group;2017
IncY;59;0;inc-group;2017
Acinetobacter;59;0;organism;2017
Aeromonas;59;0;organism;2017
Citrobacter;59;0;organism;2017
Enterobacter;59;0;organism;2017
Escherichia;59;4;organism;2017
Klebsiella;59;0;organism;2017
Leclercia;59;0;organism;2017
Morganella;59;0;organism;2017
Pantoea;59;0;organism;2017
Proteus;59;0;organism;2017
Pseudomonas;59;0;organism;2017
Raoultella;59;0;organism;2017
Salmonella;59;0;organism;2017
Serratia;59;0;organism;2017
CMY;95;0;β-lactamases;2017
CTX-M;95;0;β-lactamases;2017
DHA;95;0;β-lactamases;2017
FOX;95;0;β-lactamases;2017
GES;95;0;β-lactamases;2017
IMP;95;0;β-lactamases;2017
LAP;95;0;β-lactamases;2017
OXA;95;1;β-lactamases;2017
PSE;95;0;β-lactamases;2017
SHV;95;0;β-lactamases;2017
TEM;95;1;β-lactamases;2017
VEB;95;0;β-lactamases;2017
umuC/D;95;2;features;2017
Plasmid-segregation;95;0;features;2017
Toxin-antitoxin;95;0;features;2017
psiA/B;95;0;features;2017
Transposon;95;2;features;2017
Mercuric Res.;95;0;features;2017
Copper Res.;95;0;features;2017
Arsenic Res.;95;2;features;2017
IncA/C;95;0;inc-group;2017
IncA/C2;95;0;inc-group;2017
IncFIA;95;0;inc-group;2017
IncFIB;95;0;inc-group;2017
IncFIC;95;0;inc-group;2017
IncFII;95;0;inc-group;2017
IncHI1A;95;0;inc-group;2017
IncHI1B;95;0;inc-group;2017
IncHI2;95;0;inc-group;2017
IncL/M;95;0;inc-group;2017
IncN;95;3;inc-group;2017
IncN2;95;0;inc-group;2017
IncN3;95;0;inc-group;2017
IncP;95;0;inc-group;2017
IncQ1;95;0;inc-group;2017
IncU;95;0;inc-group;2017
IncX3;95;0;inc-group;2017
IncY;95;0;inc-group;2017
Acinetobacter;95;0;organism;2017
Aeromonas;95;0;organism;2017
Citrobacter;95;0;organism;2017
Enterobacter;95;0;organism;2017
Escherichia;95;4;organism;2017
Klebsiella;95;0;organism;2017
Leclercia;95;0;organism;2017
Morganella;95;0;organism;2017
Pantoea;95;0;organism;2017
Proteus;95;0;organism;2017
Pseudomonas;95;0;organism;2017
Raoultella;95;0;organism;2017
Salmonella;95;0;organism;2017
Serratia;95;0;organism;2017
CMY;137;0;β-lactamases;2009
CTX-M;137;0;β-lactamases;2009
DHA;137;0;β-lactamases;2009
FOX;137;0;β-lactamases;2009
GES;137;0;β-lactamases;2009
IMP;137;0;β-lactamases;2009
LAP;137;0;β-lactamases;2009
OXA;137;0;β-lactamases;2009
PSE;137;0;β-lactamases;2009
