gene;sample;mutated;label
Raoultella;88;0;organism
Salmonella;88;0;organism
Serratia;88;0;organism
blaCMY;93;0;beta-lactamase
blaCTX-M;93;0;beta-lactamase
blaDHA;93;0;beta-lactamase
blaFOX;93;0;beta-lactamase
blaGES;93;0;beta-lactamase
blaIMP;93;0;beta-lactamase
blaLAP;93;0;beta-lactamase
blaOXA;93;0;beta-lactamase
blaPSE;93;0;beta-lactamase
blaSHV;93;0;beta-lactamase
blaTEM;93;0;beta-lactamase
blaVEB;93;0;beta-lactamase
parA/B/M;93;0;plasmid-stability
stbA/B/C;93;0;plasmid-stability
vagC/D;93;0;plasmid-stability
psiA/B;93;2;plasmid-stability
IncA/C;93;0;inc-group
IncA/C2;93;0;inc-group
IncFIA;93;0;inc-group
IncFIB;93;0;inc-group
IncFIC;93;0;inc-group
IncFII;93;0;inc-group
IncHI1A;93;0;inc-group
IncHI1B;93;0;inc-group
IncHI2;93;0;inc-group
IncI1;93;0;inc-group
IncI2;93;0;inc-group
IncL/M;93;0;inc-group
IncN;93;0;inc-group
IncN2;93;0;inc-group
IncN3;93;0;inc-group
IncP;93;0;inc-group
IncQ1;93;0;inc-group
IncQ2;93;0;inc-group
IncR;93;0;inc-group
IncU;93;0;inc-group
IncX3;93;0;inc-group
IncY;93;0;inc-group
Acinetobacter;93;0;organism
Aeromonas;93;0;organism
Citrobacter;93;0;organism
Enterobacter;93;0;organism
Escherichia;93;0;organism
Klebsiella;93;0;organism
Leclercia;93;0;organism
Morganella;93;0;organism
Pantoea;93;0;organism
Proteus;93;0;organism
Pseudomonas;93;0;organism
Raoultella;93;0;organism
Salmonella;93;0;organism
Serratia;93;0;organism
blaCMY;135;0;beta-lactamase
blaCTX-M;135;0;beta-lactamase
blaDHA;135;0;beta-lactamase
blaFOX;135;0;beta-lactamase
blaGES;135;0;beta-lactamase
blaIMP;135;0;beta-lactamase
blaLAP;135;0;beta-lactamase
blaOXA;135;0;beta-lactamase
blaPSE;135;0;beta-lactamase
blaSHV;135;0;beta-lactamase
blaTEM;135;0;beta-lactamase
blaVEB;135;0;beta-lactamase
parA/B/M;135;0;plasmid-stability
stbA/B/C;135;0;plasmid-stability
vagC/D;135;0;plasmid-stability
psiA/B;135;0;plasmid-stability
IncA/C;135;0;inc-group
IncA/C2;135;0;inc-group
IncFIA;135;0;inc-group
IncFIB;135;0;inc-group
IncFIC;135;0;inc-group
IncFII;135;0;inc-group
IncHI1A;135;0;inc-group
IncHI1B;135;0;inc-group
IncHI2;135;0;inc-group
IncI1;135;0;inc-group
IncI2;135;0;inc-group
IncL/M;135;0;inc-group
IncN;135;0;inc-group
IncN2;135;0;inc-group
IncN3;135;0;inc-group
IncP;135;0;inc-group
IncQ1;135;0;inc-group
IncQ2;135;0;inc-group
IncR;135;0;inc-group
IncU;135;3;inc-group
IncX3;135;3;inc-group
IncY;135;0;inc-group
Acinetobacter;135;0;organism
Aeromonas;135;0;organism
Citrobacter;135;0;organism
Enterobacter;135;0;organism
Escherichia;135;4;organism
Klebsiella;135;4;organism
Leclercia;135;0;organism
Morganella;135;0;organism
Pantoea;135;0;organism
Proteus;135;0;organism
Pseudomonas;135;4;organism
Raoultella;135;0;organism
Salmonella;135;0;organism
Serratia;135;0;organism
blaCMY;143;0;beta-lactamase
blaCTX-M;143;0;beta-lactamase
blaDHA;143;0;beta-lactamase
blaFOX;143;0;beta-lactamase
blaGES;143;0;beta-lactamase
blaIMP;143;0;beta-lactamase
blaLAP;143;0;beta-lactamase
blaOXA;143;0;beta-lactamase
blaPSE;143;0;beta-lactamase
blaSHV;143;0;beta-lactamase
blaTEM;143;0;beta-lactamase
blaVEB;143;0;beta-lactamase
parA/B/M;143;2;plasmid-stability
stbA/B/C;143;0;plasmid-stability
vagC/D;143;0;plasmid-stability
psiA/B;143;0;plasmid-stability
IncA/C;143;0;inc-group
IncA/C2;143;0;inc-group
IncFIA;143;0;inc-group
IncFIB;143;0;inc-group
IncFIC;143;0;inc-group
IncFII;143;0;inc-group
IncHI1A;143;0;inc-group
IncHI1B;143;0;inc-group
IncHI2;143;0;inc-group
IncI1;143;0;inc-group
IncI2;143;0;inc-group
IncL/M;143;0;inc-group
IncN;143;0;inc-group
IncN2;143;0;inc-group
IncN3;143;0;inc-group
IncP;143;0;inc-group
IncQ1;143;0;inc-group
IncQ2;143;0;inc-group
IncR;143;0;inc-group
IncU;143;3;inc-group
IncX3;143;0;inc-group
IncY;143;0;inc-group
Acinetobacter;143;0;organism
Aeromonas;143;0;organism
Citrobacter;143;0;organism
Enterobacter;143;0;organism
Escherichia;143;0;organism
Klebsiella;143;0;organism
Leclercia;143;0;organism
Morganella;143;0;organism
Pantoea;143;0;organism
Proteus;143;0;organism
Pseudomonas;143;4;organism
Raoultella;143;0;organism
Salmonella;143;0;organism
Serratia;143;0;organism
blaCMY;70;0;beta-lactamase
blaCTX-M;70;1;beta-lactamase
blaDHA;70;0;beta-lactamase
blaFOX;70;0;beta-lactamase
blaGES;70;0;beta-lactamase
blaIMP;70;0;beta-lactamase
blaLAP;70;0;beta-lactamase
blaOXA;70;0;beta-lactamase
blaPSE;70;0;beta-lactamase
blaSHV;70;0;beta-lactamase
blaTEM;70;1;beta-lactamase
blaVEB;70;0;beta-lactamase
parA/B/M;70;2;plasmid-stability
stbA/B/C;70;2;plasmid-stability
vagC/D;70;2;plasmid-stability
psiA/B;70;2;plasmid-stability
IncA/C;70;0;inc-group
IncA/C2;70;0;inc-group
IncFIA;70;0;inc-group
IncFIB;70;0;inc-group
IncFIC;70;0;inc-group
IncFII;70;0;inc-group
IncHI1A;70;0;inc-group
IncHI1B;70;0;inc-group
IncHI2;70;0;inc-group
IncI1;70;0;inc-group
IncI2;70;0;inc-group
IncL/M;70;0;inc-group
IncN;70;0;inc-group
IncN2;70;0;inc-group
IncN3;70;0;inc-group
IncP;70;0;inc-group
IncQ1;70;0;inc-group
IncQ2;70;0;inc-group
IncR;70;0;inc-group
IncU;70;0;inc-group
IncX3;70;0;inc-group
IncY;70;0;inc-group
Acinetobacter;70;0;organism
Aeromonas;70;0;organism
Citrobacter;70;0;organism
Enterobacter;70;0;organism
Escherichia;70;0;organism
Klebsiella;70;4;organism
Leclercia;70;0;organism
Morganella;70;0;organism
Pantoea;70;0;organism
Proteus;70;0;organism
Pseudomonas;70;0;organism
Raoultella;70;0;organism
Salmonella;70;0;organism
Serratia;70;0;organism
blaCMY;121;0;beta-lactamase
blaCTX-M;121;1;beta-lactamase
blaDHA;121;0;beta-lactamase
blaFOX;121;0;beta-lactamase
blaGES;121;0;beta-lactamase
blaIMP;121;0;beta-lactamase
blaLAP;121;0;beta-lactamase
blaOXA;121;0;beta-lactamase
blaPSE;121;0;beta-lactamase
blaSHV;121;0;beta-lactamase
blaTEM;121;1;beta-lactamase
blaVEB;121;0;beta-lactamase
parA/B/M;121;0;plasmid-stability
stbA/B/C;121;0;plasmid-stability
vagC/D;121;0;plasmid-stability
psiA/B;121;0;plasmid-stability
IncA/C;121;0;inc-group
IncA/C2;121;0;inc-group
IncFIA;121;0;inc-group
IncFIB;121;0;inc-group
IncFIC;121;0;inc-group
IncFII;121;0;inc-group
IncHI1A;121;0;inc-group
IncHI1B;121;0;inc-group
IncHI2;121;0;inc-group
IncI1;121;0;inc-group
IncI2;121;0;inc-group
IncL/M;121;0;inc-group
IncN;121;3;inc-group
IncN2;121;0;inc-group
IncN3;121;0;inc-group
IncP;121;0;inc-group
IncQ1;121;0;inc-group
IncQ2;121;0;inc-group
IncR;121;0;inc-group
IncU;121;0;inc-group
IncX3;121;0;inc-group
IncY;121;0;inc-group
Acinetobacter;121;0;organism
Aeromonas;121;0;organism
Citrobacter;121;0;organism
Enterobacter;121;0;organism
Escherichia;121;4;organism
Klebsiella;121;4;organism
Leclercia;121;0;organism
Morganella;121;0;organism
Pantoea;121;0;organism
Proteus;121;0;organism
Pseudomonas;121;0;organism
Raoultella;121;0;organism
Salmonella;121;0;organism
Serratia;121;0;organism
blaCMY;118;0;beta-lactamase
blaCTX-M;118;1;beta-lactamase
blaDHA;118;0;beta-lactamase
blaFOX;118;0;beta-lactamase
blaGES;118;0;beta-lactamase
blaIMP;118;0;beta-lactamase
blaLAP;118;0;beta-lactamase
blaOXA;118;0;beta-lactamase
blaPSE;118;0;beta-lactamase
blaSHV;118;0;beta-lactamase
blaTEM;118;1;beta-lactamase
blaVEB;118;0;beta-lactamase
parA/B/M;118;0;plasmid-stability
stbA/B/C;118;0;plasmid-stability
vagC/D;118;0;plasmid-stability
psiA/B;118;0;plasmid-stability
IncA/C;118;0;inc-group
IncA/C2;118;0;inc-group
IncFIA;118;0;inc-group
IncFIB;118;0;inc-group
IncFIC;118;0;inc-group
IncFII;118;0;inc-group
IncHI1A;118;0;inc-group
IncHI1B;118;0;inc-group
IncHI2;118;0;inc-group
IncI1;118;0;inc-group
IncI2;118;0;inc-group
IncL/M;118;0;inc-group
IncN;118;3;inc-group
IncN2;118;0;inc-group
IncN3;118;0;inc-group
IncP;118;0;inc-group
IncQ1;118;0;inc-group
IncQ2;118;0;inc-group
IncR;118;0;inc-group
IncU;118;0;inc-group
IncX3;118;0;inc-group
IncY;118;0;inc-group
Acinetobacter;118;0;organism
Aeromonas;118;0;organism
Citrobacter;118;0;organism
Enterobacter;118;0;organism
Escherichia;118;0;organism
Klebsiella;118;4;organism
Leclercia;118;0;organism
Morganella;118;0;organism
Pantoea;118;0;organism
Proteus;118;0;organism
Pseudomonas;118;0;organism
Raoultella;118;0;organism
Salmonella;118;0;organism
Serratia;118;0;organism
blaCMY;19;0;beta-lactamase
blaCTX-M;19;0;beta-lactamase
blaDHA;19;0;beta-lactamase
blaFOX;19;0;beta-lactamase
blaGES;19;0;beta-lactamase
blaIMP;19;0;beta-lactamase
blaLAP;19;0;beta-lactamase
blaOXA;19;0;beta-lactamase
blaPSE;19;0;beta-lactamase
blaSHV;19;0;beta-lactamase
blaTEM;19;1;beta-lactamase
blaVEB;19;0;beta-lactamase
parA/B/M;19;0;plasmid-stability
stbA/B/C;19;0;plasmid-stability
vagC/D;19;0;plasmid-stability
psiA/B;19;2;plasmid-stability
IncA/C;19;0;inc-group
IncA/C2;19;0;inc-group
IncFIA;19;3;inc-group
IncFIB;19;3;inc-group
IncFIC;19;0;inc-group
IncFII;19;0;inc-group
IncHI1A;19;0;inc-group
IncHI1B;19;0;inc-group
IncHI2;19;0;inc-group
IncI1;19;0;inc-group
IncI2;19;0;inc-group
IncL/M;19;0;inc-group
IncN;19;0;inc-group
IncN2;19;0;inc-group
IncN3;19;0;inc-group
IncP;19;0;inc-group
IncQ1;19;0;inc-group
IncQ2;19;0;inc-group
IncR;19;0;inc-group
IncU;19;0;inc-group
IncX3;19;0;inc-group
IncY;19;3;inc-group
Acinetobacter;19;0;organism
Aeromonas;19;0;organism
Citrobacter;19;0;organism
Enterobacter;19;0;organism
Escherichia;19;0;organism
Klebsiella;19;4;organism
Leclercia;19;0;organism
Morganella;19;0;organism
Pantoea;19;0;organism
Proteus;19;0;organism
Pseudomonas;19;0;organism
Raoultella;19;0;organism
Salmonella;19;0;organism
Serratia;19;0;organism
blaCMY;61;0;beta-lactamase
blaCTX-M;61;0;beta-lactamase
blaDHA;61;0;beta-lactamase
blaFOX;61;0;beta-lactamase
blaGES;61;0;beta-lactamase
blaIMP;61;0;beta-lactamase
blaLAP;61;0;beta-lactamase
blaOXA;61;1;beta-lactamase
blaPSE;61;0;beta-lactamase
blaSHV;61;0;beta-lactamase
blaTEM;61;0;beta-lactamase
blaVEB;61;0;beta-lactamase
parA/B/M;61;0;plasmid-stability
stbA/B/C;61;0;plasmid-stability
vagC/D;61;0;plasmid-stability
psiA/B;61;0;plasmid-stability
IncA/C;61;0;inc-group
IncA/C2;61;0;inc-group
IncFIA;61;0;inc-group
IncFIB;61;0;inc-group
IncFIC;61;0;inc-group
IncFII;61;0;inc-group
IncHI1A;61;0;inc-group
IncHI1B;61;0;inc-group
IncHI2;61;0;inc-group
IncI1;61;0;inc-group
IncI2;61;0;inc-group
IncL/M;61;0;inc-group
IncN;61;0;inc-group
IncN2;61;0;inc-group
IncN3;61;0;inc-group
IncP;61;0;inc-group
IncQ1;61;0;inc-group
IncQ2;61;0;inc-group
IncR;61;0;inc-group
IncU;61;0;inc-group
IncX3;61;0;inc-group
IncY;61;0;inc-group
Acinetobacter;61;0;organism
Aeromonas;61;0;organism
Citrobacter;61;0;organism
Enterobacter;61;4;organism
Escherichia;61;0;organism
Klebsiella;61;0;organism
Leclercia;61;0;organism
Morganella;61;0;organism
Pantoea;61;0;organism
Proteus;61;0;organism
Pseudomonas;61;0;organism
Raoultella;61;0;organism
Salmonella;61;0;organism
Serratia;61;0;organism
blaCMY;54;0;beta-lactamase
blaCTX-M;54;0;beta-lactamase
blaDHA;54;0;beta-lactamase
blaFOX;54;0;beta-lactamase
blaGES;54;0;beta-lactamase
blaIMP;54;0;beta-lactamase
blaLAP;54;0;beta-lactamase
blaOXA;54;0;beta-lactamase
blaPSE;54;0;beta-lactamase
blaSHV;54;0;beta-lactamase
blaTEM;54;1;beta-lactamase
blaVEB;54;0;beta-lactamase
parA/B/M;54;2;plasmid-stability
stbA/B/C;54;2;plasmid-stability
vagC/D;54;2;plasmid-stability
psiA/B;54;2;plasmid-stability
IncA/C;54;0;inc-group
IncA/C2;54;0;inc-group
IncFIA;54;0;inc-group
IncFIB;54;0;inc-group
IncFIC;54;0;inc-group
IncFII;54;0;inc-group
IncHI1A;54;0;inc-group
IncHI1B;54;0;inc-group
IncHI2;54;0;inc-group
IncI1;54;0;inc-group
IncI2;54;0;inc-group
IncL/M;54;0;inc-group
IncN;54;0;inc-group
IncN2;54;0;inc-group
IncN3;54;0;inc-group
IncP;54;0;inc-group
IncQ1;54;3;inc-group
IncQ2;54;0;inc-group
IncR;54;0;inc-group
IncU;54;0;inc-group
IncX3;54;0;inc-group
IncY;54;0;inc-group
Acinetobacter;54;0;organism
Aeromonas;54;0;organism
Citrobacter;54;0;organism
Enterobacter;54;0;organism
Escherichia;54;0;organism
Klebsiella;54;4;organism
Leclercia;54;0;organism
Morganella;54;0;organism
Pantoea;54;0;organism
Proteus;54;0;organism
Pseudomonas;54;0;organism
Raoultella;54;0;organism
Salmonella;54;0;organism
Serratia;54;0;organism
blaCMY;57;0;beta-lactamase
blaCTX-M;57;0;beta-lactamase
blaDHA;57;0;beta-lactamase
blaFOX;57;0;beta-lactamase
blaGES;57;0;beta-lactamase
blaIMP;57;0;beta-lactamase
blaLAP;57;0;beta-lactamase
blaOXA;57;0;beta-lactamase
blaPSE;57;0;beta-lactamase
blaSHV;57;0;beta-lactamase
blaTEM;57;0;beta-lactamase
blaVEB;57;0;beta-lactamase
parA/B/M;57;2;plasmid-stability
stbA/B/C;57;2;plasmid-stability
vagC/D;57;2;plasmid-stability
psiA/B;57;2;plasmid-stability
IncA/C;57;0;inc-group
IncA/C2;57;0;inc-group
IncFIA;57;0;inc-group
IncFIB;57;0;inc-group
IncFIC;57;0;inc-group
IncFII;57;0;inc-group
IncHI1A;57;0;inc-group
IncHI1B;57;0;inc-group
IncHI2;57;0;inc-group
IncI1;57;0;inc-group
IncI2;57;0;inc-group
IncL/M;57;0;inc-group
IncN;57;0;inc-group
IncN2;57;0;inc-group
IncN3;57;0;inc-group
IncP;57;0;inc-group
IncQ1;57;3;inc-group
IncQ2;57;0;inc-group
IncR;57;0;inc-group
IncU;57;0;inc-group
IncX3;57;0;inc-group
IncY;57;0;inc-group
Acinetobacter;57;0;organism
Aeromonas;57;0;organism
Citrobacter;57;0;organism
Enterobacter;57;0;organism
Escherichia;57;0;organism
Klebsiella;57;4;organism
Leclercia;57;0;organism
Morganella;57;0;organism
Pantoea;57;0;organism
Proteus;57;0;organism
Pseudomonas;57;0;organism
Raoultella;57;0;organism
Salmonella;57;0;organism
Serratia;57;0;organism
blaCMY;130;0;beta-lactamase
blaCTX-M;130;0;beta-lactamase
blaDHA;130;0;beta-lactamase
blaFOX;130;0;beta-lactamase
blaGES;130;0;beta-lactamase
blaIMP;130;0;beta-lactamase
blaLAP;130;0;beta-lactamase
blaOXA;130;0;beta-lactamase
blaPSE;130;0;beta-lactamase
blaSHV;130;0;beta-lactamase
blaTEM;130;0;beta-lactamase
blaVEB;130;0;beta-lactamase
parA/B/M;130;0;plasmid-stability
stbA/B/C;130;0;plasmid-stability
vagC/D;130;0;plasmid-stability
psiA/B;130;0;plasmid-stability
IncA/C;130;0;inc-group
IncA/C2;130;0;inc-group
IncFIA;130;0;inc-group
IncFIB;130;0;inc-group
IncFIC;130;0;inc-group
IncFII;130;0;inc-group
IncHI1A;130;0;inc-group
IncHI1B;130;0;inc-group
IncHI2;130;0;inc-group
IncI1;130;0;inc-group
IncI2;130;0;inc-group
IncL/M;130;0;inc-group
IncN;130;3;inc-group
IncN2;130;0;inc-group
IncN3;130;0;inc-group
IncP;130;0;inc-group
IncQ1;130;0;inc-group
IncQ2;130;0;inc-group
IncR;130;0;inc-group
IncU;130;0;inc-group
IncX3;130;0;inc-group
IncY;130;0;inc-group
Acinetobacter;130;0;organism
Aeromonas;130;0;organism
Citrobacter;130;0;organism
Enterobacter;130;0;organism
Escherichia;130;0;organism
Klebsiella;130;4;organism
Leclercia;130;0;organism
Morganella;130;0;organism
Pantoea;130;0;organism
Proteus;130;0;organism
Pseudomonas;130;0;organism
Raoultella;130;0;organism
Salmonella;130;0;organism
Serratia;130;0;organism
blaCMY;128;0;beta-lactamase
blaCTX-M;128;0;beta-lactamase
blaDHA;128;0;beta-lactamase
blaFOX;128;0;beta-lactamase
blaGES;128;0;beta-lactamase
blaIMP;128;0;beta-lactamase
blaLAP;128;0;beta-lactamase
blaOXA;128;0;beta-lactamase
blaPSE;128;0;beta-lactamase
blaSHV;128;0;beta-lactamase
blaTEM;128;1;beta-lactamase
blaVEB;128;0;beta-lactamase
parA/B/M;128;0;plasmid-stability
stbA/B/C;128;0;plasmid-stability
vagC/D;128;0;plasmid-stability
psiA/B;128;0;plasmid-stability
IncA/C;128;0;inc-group
IncA/C2;128;0;inc-group
IncFIA;128;0;inc-group
IncFIB;128;0;inc-group
IncFIC;128;0;inc-group
IncFII;128;0;inc-group
IncHI1A;128;0;inc-group
IncHI1B;128;0;inc-group
IncHI2;128;0;inc-group
IncI1;128;0;inc-group
IncI2;128;0;inc-group
IncL/M;128;0;inc-group
IncN;128;3;inc-group
IncN2;128;0;inc-group
IncN3;128;0;inc-group
IncP;128;0;inc-group
IncQ1;128;0;inc-group
IncQ2;128;0;inc-group
IncR;128;0;inc-group
IncU;128;0;inc-group
IncX3;128;0;inc-group
IncY;128;0;inc-group
Acinetobacter;128;0;organism
Aeromonas;128;0;organism
Citrobacter;128;0;organism
Enterobacter;128;0;organism
Escherichia;128;0;organism
Klebsiella;128;4;organism
Leclercia;128;0;organism
Morganella;128;0;organism
Pantoea;128;0;organism
Proteus;128;0;organism
Pseudomonas;128;0;organism
Raoultella;128;0;organism
Salmonella;128;0;organism
Serratia;128;0;organism
blaCMY;132;0;beta-lactamase
blaCTX-M;132;0;beta-lactamase
blaDHA;132;0;beta-lactamase
blaFOX;132;0;beta-lactamase
blaGES;132;0;beta-lactamase
blaIMP;132;0;beta-lactamase
blaLAP;132;0;beta-lactamase
blaOXA;132;0;beta-lactamase
blaPSE;132;0;beta-lactamase
blaSHV;132;0;beta-lactamase
blaTEM;132;0;beta-lactamase
blaVEB;132;0;beta-lactamase
parA/B/M;132;2;plasmid-stability
stbA/B/C;132;0;plasmid-stability
vagC/D;132;0;plasmid-stability
psiA/B;132;0;plasmid-stability
IncA/C;132;0;inc-group
IncA/C2;132;0;inc-group
IncFIA;132;0;inc-group
IncFIB;132;0;inc-group
IncFIC;132;0;inc-group
IncFII;132;0;inc-group
IncHI1A;132;0;inc-group
IncHI1B;132;0;inc-group
IncHI2;132;0;inc-group
IncI1;132;0;inc-group
IncI2;132;0;inc-group
IncL/M;132;0;inc-group
IncN;132;0;inc-group
IncN2;132;0;inc-group
IncN3;132;0;inc-group
IncP;132;0;inc-group
IncQ1;132;0;inc-group
IncQ2;132;0;inc-group
IncR;132;0;inc-group
IncU;132;0;inc-group
IncX3;132;0;inc-group
IncY;132;0;inc-group
Acinetobacter;132;0;organism
Aeromonas;132;0;organism
Citrobacter;132;0;organism
Enterobacter;132;0;organism
Escherichia;132;0;organism
Klebsiella;132;0;organism
Leclercia;132;0;organism
Morganella;132;0;organism
Pantoea;132;0;organism
Proteus;132;0;organism
Pseudomonas;132;4;organism
Raoultella;132;0;organism
Salmonella;132;0;organism
Serratia;132;0;organism
blaCMY;134;0;beta-lactamase
blaCTX-M;134;0;beta-lactamase
blaDHA;134;0;beta-lactamase
blaFOX;134;0;beta-lactamase
blaGES;134;0;beta-lactamase
blaIMP;134;0;beta-lactamase
blaLAP;134;0;beta-lactamase
blaOXA;134;0;beta-lactamase
blaPSE;134;0;beta-lactamase
blaSHV;134;0;beta-lactamase
blaTEM;134;0;beta-lactamase
blaVEB;134;0;beta-lactamase
parA/B/M;134;0;plasmid-stability
stbA/B/C;134;0;plasmid-stability
vagC/D;134;0;plasmid-stability
psiA/B;134;0;plasmid-stability
IncA/C;134;0;inc-group
IncA/C2;134;0;inc-group
IncFIA;134;0;inc-group
IncFIB;134;0;inc-group
IncFIC;134;0;inc-group
IncFII;134;0;inc-group
IncHI1A;134;0;inc-group
IncHI1B;134;0;inc-group
IncHI2;134;0;inc-group
IncI1;134;0;inc-group
IncI2;134;0;inc-group
IncL/M;134;0;inc-group
IncN;134;0;inc-group
IncN2;134;0;inc-group
IncN3;134;0;inc-group
IncP;134;0;inc-group
IncQ1;134;0;inc-group
IncQ2;134;0;inc-group
IncR;134;0;inc-group
IncU;134;0;inc-group
IncX3;134;0;inc-group
IncY;134;0;inc-group
Acinetobacter;134;0;organism
Aeromonas;134;0;organism
Citrobacter;134;0;organism
Enterobacter;134;0;organism
Escherichia;134;0;organism
Klebsiella;134;4;organism
Leclercia;134;0;organism
Morganella;134;0;organism
Pantoea;134;0;organism
Proteus;134;0;organism
Pseudomonas;134;0;organism
Raoultella;134;0;organism
Salmonella;134;0;organism
Serratia;134;0;organism
blaCMY;25;1;beta-lactamase
blaCTX-M;25;0;beta-lactamase
blaDHA;25;0;beta-lactamase
blaFOX;25;0;beta-lactamase
blaGES;25;0;beta-lactamase
blaIMP;25;0;beta-lactamase
blaLAP;25;0;beta-lactamase
blaOXA;25;0;beta-lactamase
blaPSE;25;0;beta-lactamase
blaSHV;25;0;beta-lactamase
blaTEM;25;0;beta-lactamase
blaVEB;25;0;beta-lactamase
parA/B/M;25;2;plasmid-stability
stbA/B/C;25;2;plasmid-stability
vagC/D;25;0;plasmid-stability
psiA/B;25;2;plasmid-stability
IncA/C;25;0;inc-group
IncA/C2;25;3;inc-group
IncFIA;25;0;inc-group
IncFIB;25;0;inc-group
IncFIC;25;0;inc-group
IncFII;25;0;inc-group
IncHI1A;25;0;inc-group
IncHI1B;25;0;inc-group
IncHI2;25;0;inc-group
IncI1;25;0;inc-group
IncI2;25;0;inc-group
IncL/M;25;0;inc-group
IncN;25;0;inc-group
IncN2;25;0;inc-group
IncN3;25;0;inc-group
IncP;25;0;inc-group
IncQ1;25;3;inc-group
IncQ2;25;0;inc-group
IncR;25;0;inc-group
IncU;25;0;inc-group
IncX3;25;0;inc-group
IncY;25;0;inc-group
Acinetobacter;25;0;organism
Aeromonas;25;0;organism
Citrobacter;25;4;organism
Enterobacter;25;0;organism
Escherichia;25;0;organism
Klebsiella;25;0;organism
Leclercia;25;0;organism
Morganella;25;0;organism
Pantoea;25;0;organism
Proteus;25;0;organism
Pseudomonas;25;0;organism
Raoultella;25;0;organism
Salmonella;25;0;organism
Serratia;25;0;organism
blaCMY;72;0;beta-lactamase
blaCTX-M;72;0;beta-lactamase
blaDHA;72;0;beta-lactamase
blaFOX;72;0;beta-lactamase
blaGES;72;0;beta-lactamase
blaIMP;72;0;beta-lactamase
blaLAP;72;0;beta-lactamase
blaOXA;72;1;beta-lactamase
blaPSE;72;0;beta-lactamase
blaSHV;72;0;beta-lactamase
blaTEM;72;1;beta-lactamase
blaVEB;72;0;beta-lactamase
parA/B/M;72;2;plasmid-stability
stbA/B/C;72;2;plasmid-stability
vagC/D;72;2;plasmid-stability
psiA/B;72;2;plasmid-stability
IncA/C;72;0;inc-group
IncA/C2;72;0;inc-group
IncFIA;72;0;inc-group
IncFIB;72;3;inc-group
IncFIC;72;0;inc-group
IncFII;72;0;inc-group
IncHI1A;72;0;inc-group
IncHI1B;72;0;inc-group
IncHI2;72;0;inc-group
IncI1;72;0;inc-group
IncI2;72;0;inc-group
IncL/M;72;0;inc-group
IncN;72;0;inc-group
IncN2;72;0;inc-group
IncN3;72;0;inc-group
IncP;72;0;inc-group
IncQ1;72;0;inc-group
IncQ2;72;0;inc-group
IncR;72;0;inc-group
IncU;72;0;inc-group
IncX3;72;0;inc-group
IncY;72;0;inc-group
Acinetobacter;72;0;organism
Aeromonas;72;0;organism
Citrobacter;72;0;organism
Enterobacter;72;0;organism
Escherichia;72;0;organism
Klebsiella;72;4;organism
Leclercia;72;0;organism
Morganella;72;0;organism
Pantoea;72;0;organism
Proteus;72;0;organism
Pseudomonas;72;0;organism
Raoultella;72;0;organism
Salmonella;72;0;organism
Serratia;72;0;organism
blaCMY;59;0;beta-lactamase
blaCTX-M;59;0;beta-lactamase
blaDHA;59;0;beta-lactamase
blaFOX;59;0;beta-lactamase
blaGES;59;0;beta-lactamase
blaIMP;59;0;beta-lactamase
blaLAP;59;0;beta-lactamase
blaOXA;59;1;beta-lactamase
blaPSE;59;0;beta-lactamase
blaSHV;59;0;beta-lactamase
blaTEM;59;1;beta-lactamase
blaVEB;59;0;beta-lactamase
parA/B/M;59;0;plasmid-stability
stbA/B/C;59;0;plasmid-stability
vagC/D;59;0;plasmid-stability
psiA/B;59;0;plasmid-stability
IncA/C;59;0;inc-group
IncA/C2;59;0;inc-group
IncFIA;59;0;inc-group
IncFIB;59;3;inc-group
IncFIC;59;0;inc-group
IncFII;59;0;inc-group
IncHI1A;59;0;inc-group
IncHI1B;59;0;inc-group
IncHI2;59;0;inc-group
IncI1;59;0;inc-group
IncI2;59;0;inc-group
IncL/M;59;0;inc-group
IncN;59;0;inc-group
IncN2;59;0;inc-group
IncN3;59;0;inc-group
IncP;59;0;inc-group
IncQ1;59;0;inc-group
IncQ2;59;0;inc-group
IncR;59;0;inc-group
IncU;59;0;inc-group
IncX3;59;0;inc-group
IncY;59;0;inc-group
Acinetobacter;59;0;organism
Aeromonas;59;0;organism
Citrobacter;59;0;organism
Enterobacter;59;0;organism
Escherichia;59;4;organism
Klebsiella;59;0;organism
Leclercia;59;0;organism
Morganella;59;0;organism
Pantoea;59;0;organism
Proteus;59;0;organism
Pseudomonas;59;0;organism
Raoultella;59;0;organism
Salmonella;59;0;organism
Serratia;59;0;organism
blaCMY;95;0;beta-lactamase
blaCTX-M;95;0;beta-lactamase
blaDHA;95;0;beta-lactamase
blaFOX;95;0;beta-lactamase
blaGES;95;0;beta-lactamase
blaIMP;95;0;beta-lactamase
blaLAP;95;0;beta-lactamase
blaOXA;95;1;beta-lactamase
blaPSE;95;0;beta-lactamase
blaSHV;95;0;beta-lactamase
blaTEM;95;1;beta-lactamase
blaVEB;95;0;beta-lactamase
parA/B/M;95;0;plasmid-stability
stbA/B/C;95;0;plasmid-stability
vagC/D;95;0;plasmid-stability
psiA/B;95;0;plasmid-stability
IncA/C;95;0;inc-group
IncA/C2;95;0;inc-group
IncFIA;95;0;inc-group
IncFIB;95;0;inc-group
IncFIC;95;0;inc-group
IncFII;95;0;inc-group
IncHI1A;95;0;inc-group
IncHI1B;95;0;inc-group
